roi	label	name	size	symmetry	laterality	x	y	z	neighbour	parent	overlap
158	R_SFsul	right_SUPERIOR_FRONTAL_SULCUS	386	0.0	-1.0	23.23	25.59	42.05	[11, 60, 97, 102, 103, 109, 191, 194, 197, 210]	91	1.0
159	R_PORB	right_PARS_ORBITALIS	351	0.0	-1.0	42.57	42.79	10.85	[102, 103, 134, 139, 147, 188, 191]	92	1.0
160	L_MOTnet_l	left_SOMATOMOTOR_NETWORK_lateral	199	0.0	1.0	-41.34	-14.21	46.89	[13, 38, 65, 119, 164, 181, 189, 195, 199]	93	1.0
161	R_MOTnet_l	right_SOMATOMOTOR_NETWORK_lateral	235	0.0	-1.0	45.34	-9.48	47.8	[103, 128, 176, 190, 191, 194]	93	1.0
162	L_R_FP_l	left_right_FRONTAL_POLE_lateral	460	0.0	1.0	-33.66	52.59	6.11	[66, 94, 96, 115, 130, 152, 181, 187, 198, 207]	94	1.0
163	R_SMgyr	right_SUPRAMARGINAL_GYRUS	423	0.0	-1.0	57.06	-32.33	33.06	[26, 35, 92, 154, 169, 170, 176, 190, 206]	95	1.0
164	L_SMgyr	left_SUPRAMARGINAL_GYRUS	480	0.0	1.0	-58.44	-26.6	31.17	[65, 93, 129, 160, 171, 189, 196, 199, 205]	95	1.0
165	L_POsul_d	left_PARIETO_OCCIPITAL_SULCUS_dorsal	471	0.0	1.0	-12.07	-68.92	42.72	[29, 42, 83, 89, 98, 100, 111, 129, 133, 144, 177]	96	1.0
166	R_POsul_d	right_PARIETO_OCCIPITAL_SULCUS_dorsal	264	0.0	-1.0	10.28	-69.86	41.09	[30, 41, 84, 99, 101, 112, 121, 143, 178]	96	1.0
167	L_CER6_a	left_CEREBELLUM_VI_anterior	289	0.0	1.0	-26.45	-53.36	-31.25	[14, 18, 77, 85, 95, 114, 145, 157, 185, 201]	97	1.0
168	R_CER6_a	right_CEREBELLUM_VI_anterior	244	0.0	-1.0	28.0	-49.71	-31.74	[15, 19, 78, 86, 108, 113, 137, 140, 146, 186, 202, 208]	97	1.0
169	R_IPlob	right_INFERIOR_PARIETAL_LOBULE	656	0.0	-1.0	50.44	-57.38	37.21	[26, 35, 121, 163, 172, 206]	98	1.0
170	R_HSgyr	right_HESCHLS GYRUS	545	0.0	-1.0	44.73	-25.19	14.36	[26, 36, 40, 44, 92, 103, 154, 163, 176, 182, 190, 206]	99	1.0
171	L_HSgyr	left_HESCHLS GYRUS	205	0.0	1.0	-38.85	-22.67	14.27	[37, 43, 93, 153, 164, 205]	99	1.0
172	R_DVIS_vl	right_DORSAL_VISUAL_STREAM_ventrolateral	312	0.0	-1.0	43.86	-75.48	23.78	[26, 67, 75, 99, 101, 121, 169, 179]	100	1.0
173	L_DVIS_vl	left_DORSAL_VISUAL_STREAM_ventrolateral	142	0.0	1.0	-41.6	-77.99	29.65	[7, 58, 68, 76, 89, 129, 180]	100	1.0
174	L_VVISnet_l	left_VENTRAL_VISUAL_NETWORK_lateral	247	0.0	1.0	-25.21	-74.15	-12.74	[33, 51, 68, 70, 71, 77, 85, 88, 104, 138, 141, 145, 183, 201]	101	1.0
175	R_VVISnet_l	right_VENTRAL_VISUAL_NETWORK_lateral	378	0.0	-1.0	28.1	-67.14	-10.22	[34, 52, 67, 69, 78, 86, 87, 91, 105, 137, 140, 146, 184, 202]	101	1.0
176	R_l_PCsul	right_left_POSTCENTRAL_SULCUS	482	0.0	-1.0	48.54	-28.78	43.83	[35, 128, 143, 161, 163, 170, 190, 200]	102	1.0
177	L_POsul	left_PARIETO_OCCIPITAL_SULCUS	210	0.0	1.0	-13.5	-60.54	19.9	[5, 29, 33, 89, 90, 98, 100, 126, 165]	103	1.0
178	R_POsul	right_PARIETO_OCCIPITAL_SULCUS	206	0.0	-1.0	11.68	-60.67	19.82	[30, 34, 41, 91, 99, 101, 127, 166]	103	1.0
179	R_FUSgyr_dl	right_FUSIFORM_GYRUS_dorsolateral	308	0.0	-1.0	54.41	-57.87	3.43	[26, 67, 87, 172, 182, 202]	104	1.0
180	L_FUSgyr_dl	left_FUSIFORM_GYRUS_dorsolateral	218	0.0	1.0	-49.54	-66.23	8.35	[58, 68, 76, 88, 89, 142, 173, 201, 205]	104	1.0
181	L_IFsul	left_INFERIOR_FRONTAL_SULCUS	702	0.0	1.0	-45.37	20.36	21.66	[12, 38, 66, 93, 148, 160, 162, 189, 207]	105	1.0
182	R_MTgyr_p	right_MIDDLE_TEMPORAL_GYRUS_posterior	513	0.0	-1.0	59.46	-31.99	-5.68	[26, 36, 57, 87, 150, 156, 170, 179, 192, 202, 206]	106	1.0
183	L_PVISnet_vm	left_POSTERIOR_VISUAL_NETWORK_ventromedial	240	0.0	1.0	-11.97	-93.38	-1.32	[27, 33, 51, 68, 70, 71, 90, 100, 104, 141, 174]	107	1.0
184	R_PVISnet_vm	right_POSTERIOR_VISUAL_NETWORK_ventromedial	296	0.0	-1.0	10.64	-93.0	0.01	[28, 69, 72, 91, 101, 105, 146, 175]	107	1.0
185	L_CER7ab	left_CEREBELLUM_VIIIab	274	0.0	1.0	-25.77	-54.44	-51.16	[18, 24, 31, 81, 95, 114, 157, 167]	108	1.0
186	R_CER7ab	right_CEREBELLUM_VIIIab	243	0.0	-1.0	25.68	-53.42	-50.99	[19, 25, 32, 82, 108, 113, 168, 208]	108	1.0
187	L_LORBgyr	left_LATERAL_ORBITAL_GYRUS	324	0.0	1.0	-31.54	33.52	-17.29	[54, 106, 125, 130, 135, 148, 149, 162, 207]	109	1.0
188	R_LORBgyr	right_LATERAL_ORBITAL_GYRUS	431	0.0	-1.0	29.62	38.78	-16.35	[53, 62, 107, 131, 134, 136, 139, 147, 150, 159]	109	1.0
189	L_MOTnet_vl	left_SOMATOMOTOR_NETWORK_ventrolateral	516	0.0	1.0	-57.42	-5.52	30.6	[12, 13, 38, 65, 93, 160, 164, 181, 199, 205, 207]	110	1.0
190	R_MOTnet_vl	right_SOMATOMOTOR_NETWORK_ventrolateral	445	0.0	-1.0	55.87	-5.68	27.59	[40, 92, 103, 128, 134, 154, 161, 163, 170, 176, 191, 194]	110	1.0
191	R_MFgyr_p	right_MIDDLE_FRONTAL_GYRUS_posterior	711	0.0	-1.0	38.49	18.79	44.22	[102, 103, 109, 158, 159, 161, 190, 194, 210]	111	1.0
192	R_ITgyr	right_INFERIOR_TEMPORAL_GYRUS	555	0.0	-1.0	45.24	-17.56	-28.41	[57, 74, 87, 123, 124, 137, 156, 182, 202]	112	1.0
193	L_ITgyr	left_INFERIOR_TEMPORAL_GYRUS	392	0.0	1.0	-43.24	-17.19	-27.04	[73, 122, 125, 138, 142, 149, 155, 201]	112	1.0
194	R_FEF	right_FRONTAL_EYE_FIELD	449	0.0	-1.0	25.67	-0.91	56.33	[9, 49, 117, 120, 128, 158, 161, 190, 191, 210]	113	1.0
195	L_FEF	left_FRONTAL_EYE_FIELD	477	0.0	1.0	-27.1	-3.25	58.81	[2, 8, 12, 13, 38, 50, 94, 118, 119, 160, 209]	113	1.0
196	L_IPlob	left_INFERIOR_PARIETAL_LOBULE	518	0.0	1.0	-50.28	-53.65	39.49	[7, 58, 65, 89, 129, 144, 164, 205]	114	1.0
197	R_PGACcor	right_PERIGENUAL_ANTERIOR_CINGULATE_CORTEX	283	0.0	-1.0	7.63	38.7	9.92	[11, 60, 62, 97, 102, 107, 136, 158]	115	1.0
198	L_PGACcor	left_PERIGENUAL_ANTERIOR_CINGULATE_CORTEX	295	0.0	1.0	-8.93	40.31	9.09	[10, 59, 61, 94, 96, 115, 130, 135, 152, 162]	115	1.0
199	L_PCsul_d	left_POSTCENTRAL_SULCUS_dorsal	336	0.0	1.0	-31.7	-36.45	63.32	[2, 13, 65, 111, 118, 119, 129, 133, 144, 160, 164, 189, 204]	116	1.0
200	R_PCsul_d	right_POSTCENTRAL_SULCUS_dorsal	345	0.0	-1.0	27.25	-39.53	63.93	[1, 35, 112, 117, 120, 128, 132, 143, 176, 203]	116	1.0
201	L_OCCTgyr_l	left_OCCIPITOTEMPORAL_GYRUS_lateral	602	0.0	1.0	-48.51	-46.36	-16.39	[73, 77, 85, 88, 125, 138, 141, 142, 145, 155, 167, 174, 180, 193, 205]	117	1.0
202	R_OCCTgyr_l	right_OCCIPITOTEMPORAL_GYRUS_lateral	350	0.0	-1.0	48.34	-42.21	-19.5	[74, 86, 87, 124, 137, 140, 146, 168, 175, 179, 182, 192]	117	1.0
203	R_IMsul	right_INFERIOR_MARGINAL_SULCUS	379	0.0	-1.0	9.89	-28.03	45.72	[1, 9, 41, 45, 48, 84, 112, 117, 120, 132, 143, 200]	118	1.0
204	L_IMsul	left_INFERIOR_MARGINAL_SULCUS	389	0.0	1.0	-10.14	-32.46	48.84	[2, 8, 42, 46, 47, 83, 111, 118, 119, 133, 144, 199]	118	1.0
205	L_STgyr_p	left_SUPERIOR_TEMPORAL_GYRUS_posterior	671	0.0	1.0	-56.39	-33.37	11.12	[37, 58, 93, 142, 149, 153, 155, 164, 171, 180, 189, 196, 201]	119	1.0
206	R_STgyr_p	right_SUPERIOR_TEMPORAL_GYRUS_posterior	228	0.0	-1.0	58.57	-29.83	7.45	[26, 36, 57, 154, 163, 169, 170, 182]	119	1.0
207	L_VLPFcor	left_VENTROLATERAL_PREFRONTAL_CORTEX	688	0.0	1.0	-48.62	28.05	-0.46	[20, 37, 39, 54, 93, 130, 148, 149, 153, 162, 181, 187, 189]	120	1.0
208	R_CERCR2_p	right_CEREBELLUM_CRUSII_posterior	522	0.0	-1.0	24.98	-75.02	-33.34	[15, 19, 32, 69, 78, 108, 146, 168, 186]	121	1.0
209	L_PSMcor_a	left_PRE_SUPPLEMENTARY_MOTOR_CORTEX_anterior	360	0.0	1.0	-11.07	8.78	60.35	[8, 10, 46, 50, 59, 94, 110, 119, 195]	122	1.0
210	R_PSMcor_a	right_PRE_SUPPLEMENTARY_MOTOR_CORTEX_anterior	312	0.0	-1.0	10.6	9.81	62.3	[1, 11, 45, 49, 60, 109, 120, 158, 191, 194]	122	1.0
