Region	Difumo_Component	Difumo_names	Yeo_networks7	Yeo_networks17	GM	WM	CSF
246	193	Supramarginal gyrus inferior LH	SalVentAttnA	SalVentAttnA	0.5445727853024631	0.1444431955662202	0.08651651539708939
247	194	Cerebrospinal fluid (between superior cerebellum and limbic lobe)	VisCent	VisPeri	0.18842982608950423	0.01925447813192184	0.43208662233768175
248	195	Occipital pole	VisCent	VisCent	0.4168050851943245	0.2912199735508732	0.06799637834609172
249	196	Angular gyrus anterior LH	SalVentAttnA	SalVentAttnA	0.4696864461043592	0.22616179933600472	0.060592881220599415
250	197	Corpus callosum genu	DefaultB	DefaultA	0.3108147723213113	0.5138580181382111	0.024191537766607006
251	198	Cerebellum VI antero-inferior LH	No network found	No network found	0.5118689498510571	0.24082455238886782	0.05483673720357778
252	198	Cerebellum VI antero-inferior LH	No network found	No network found	0.031660302060932566	0.010109625887578234	0.011990831503759456
253	199	Precentral gyrus superior RH	SomMotA	SomMotA	0.41238690089931035	0.4438408010432435	0.05838690438055926
254	200	Occipital pole superior	VisCent	VisCent	0.2511029568146821	0.09240991857201138	0.09506068259078877
255	200	Occipital pole superior	VisCent	VisCent	0.22078314111600902	0.13587457891176855	0.028913103199175078
256	201	Precentral sulcus mid-superior LH	DorsAttnB	DorsAttnB	0.5205024390221505	0.3732768913686161	0.03740096363927175
257	202	Superior occipito-frontal fasciculus middle	No network found	No network found	0.12143110018033652	0.14003759029708507	0.05941425319538916
258	202	Superior occipito-frontal fasciculus middle	No network found	No network found	0.13207467731289105	0.16830464353634772	0.07647754449948713
259	203	Middle frontal gyrus mid-posterior RH	ContA	ContB	0.5125107461226849	0.2601586732835515	0.06466675413124605
260	204	Pons	No network found	No network found	0.3149537596830351	0.31404693867184974	5.575772104181567e-05
261	205	Middle frontal gyrus anterior lateral RH	ContA	SalVentAttnB	0.5280823638678264	0.2564898454434467	0.04047875794173992
262	206	Postcentral sulcus superior RH	DorsAttnB	DorsAttnB	0.43344862972837783	0.3314823627209857	0.062305611990329475
263	207	Superior temporal sulcus posterior RH	SalVentAttnA	TempPar	0.6538133736407759	0.2748458898170535	0.051403346166541214
264	208	Corpus callosum genu superior	No network found	No network found	0.16931660814283775	0.4674244558850745	0.2887712721088164
265	209	Fourth ventricle	No network found	No network found	0.3852635654740069	0.13685286181904022	0.2792523176657125
266	210	Calcarine sulcus middle	No network found	No network found	0.036313596023101	0.32254018724677985	0.0034597134592028993
267	210	Calcarine sulcus middle	No network found	No network found	0.09561472958457627	0.43054032910817563	0.02711528898814362
268	211	Postcentral sulcus superior LH	SomMotA	SomMotA	0.35898842601071507	0.3776151473443589	0.05674529708053597
269	212	Precentral gyrus superior LH	SomMotA	DorsAttnB	0.38302749457070895	0.43026887452675106	0.048245405685499315
270	213	Precentral sulcus mid-superior RH	DorsAttnB	DorsAttnB	0.4006054034739192	0.35151295108296454	0.025147627799101832
271	214	Intraparietal sulcus anterior RH	ContA	ContA	0.5026889009003057	0.1383428349581298	0.14854635279745754
272	215	Superior temporal gyrus medial anterior RH	SalVentAttnA	SalVentAttnA	0.43658330310325727	0.33272864042742245	0.0326228357823992
273	216	Precuneus postero-inferior RH	DefaultB	ContC	0.3807847761082196	0.2962577810065707	0.030442958338833544
274	217	Parieto-occipital sulcus postero-superior 	VisCent	VisPeri	0.28375989573455895	0.07270237598988924	0.09441599127208164
275	217	Parieto-occipital sulcus postero-superior 	VisCent	VisPeri	0.2738891833863593	0.1074368253084347	0.08576557592252526
276	218	Cerebellum III inferior	No network found	No network found	0.6798990177125989	0.1668925150042002	0.03772980763247083
277	219	Superior parietal lobule medial RH	DorsAttnB	DorsAttnA	0.296612802352643	0.3463749551701938	0.04756644741504796
278	220	Anterior cingulate cortex superior	SalVentAttnA	SalVentAttnB	0.6549495880991085	0.042667409459544434	0.14819554575094854
279	221	Middle frontal gyrus postero-inferior LH	ContA	ContA	0.5020539482333666	0.30205241954956535	0.05925636239789604
280	222	Inferior longitudinal fasciculus	No network found	No network found	0.013496745354325398	0.37485669299466295	0.0006133202209545175
281	222	Inferior longitudinal fasciculus	No network found	No network found	0.009190730989048957	0.30364282097660855	0.0008843808977412783
282	223	Cingulate sulcus middle	SalVentAttnA	SalVentAttnB	0.6764388427163559	0.10408507995449663	0.13815007184553837
283	224	Subthalamic nuclei	No network found	No network found	0.1418628358124283	0.2813731556390103	0.007052240552530156
284	224	Subthalamic nuclei	No network found	No network found	0.1309062749204946	0.2574472855464035	0.0025363387660484946
285	225	Caudate inferior	No network found	No network found	0.4913475444463628	0.07964624209513604	0.19245791503560095
286	226	Parietal operculum posterior RH	SomMotA	SomMotB	0.569971148595934	0.12038277221319366	0.08754521615643474
287	227	Collateral sulcus posterior RH	VisCent	VisCent	0.2464641094082141	0.49856697464400995	0.006367770435641375
288	228	Cuneus postero-superior	VisCent	VisPeri	0.4225011771059559	0.15623716898587403	0.10162786234980715
289	229	Paracentral sulcus	SomMotA	SomMotA	0.14800732334920919	0.40520058283362353	0.006982799228929813
290	230	Middle temporal gyrus middle posterior LH	DefaultB	DefaultB	0.4763901242551373	0.25429699250665977	0.02111310192094563
291	231	Inferior temporal sulcus posterior LH	DorsAttnB	DorsAttnA	0.4442047191396283	0.24376641807339208	0.02025513641238527
292	232	Occipital pole lateral RH	VisCent	VisCent	0.39595626077302765	0.2716882711900924	0.02769762376688194
293	233	Medulla oblongata	No network found	No network found	0.4302375075378	0.33521888794409	0.031041084452655767
294	234	Cerebellum Crus II posterior	No network found	No network found	0.18496047877448793	0.030183231082288774	0.006695248009123015
295	234	Cerebellum Crus II posterior	No network found	No network found	0.45990012315870843	0.08329425474902466	0.020102506668347044
296	235	Superior temporal sulcus middle-superior RH	SomMotA	TempPar	0.5017070908306003	0.21416560510497906	0.04121517496764176
297	236	Anterior limb of internal capsule	No network found	No network found	0.35172311493775216	0.11287677702174616	0.004366850251821351
298	236	Anterior limb of internal capsule	No network found	No network found	0.30573690969938244	0.09658945238034866	0.0011610622521145398
299	237	Middle temporal gyrus mid-posterior RH	SalVentAttnA	TempPar	0.664218331996808	0.1266737401042998	0.07730874289929814
300	238	Lateral occipital cortex superior LH	DorsAttnB	DefaultC	0.4082162194968462	0.11939238967736956	0.10674219815190994
301	239	Pars triangularis RH	ContA	DefaultB	0.5199537589890095	0.1366338500187185	0.10314066272405671
302	240	Cuneus superior 	VisCent	VisPeri	0.4748580011405195	0.18895359975023346	0.09581135581694017
303	241	Superior parietal lobule postero-inferior posterior	DorsAttnB	ContC	0.20809816591017136	0.17053541165699787	0.03697310986268634
304	241	Superior parietal lobule postero-inferior posterior	DorsAttnB	ContC	0.2119887582560502	0.3048519073360646	0.034737970725859144
305	242	Superior parietal sulcus LH	DorsAttnB	DorsAttnA	0.38068420485412074	0.3611719145140861	0.07241717582952055
306	243	Middle temporal gyrus posterior LH	DorsAttnB	DorsAttnB	0.6284449893302505	0.09395835878463069	0.11519722790013634
307	244	Precuneus antero-inferior	SalVentAttnA	ContC	0.5386786413796799	0.2896106013750684	0.054555855507667554
308	245	Cerebrospinal fluid (between middle frontal gyrus posterior and skull RH)	ContA	ContB	0.4406284602308409	0.05026799511192332	0.12445207556945821
309	246	Superior occipital sulcus middle RH	DorsAttnB	ContA	0.45973586116856785	0.3376092576677075	0.06366734621233641
310	247	Supramarginal gyrus anterior RH	DorsAttnB	DorsAttnB	0.57172790075777	0.1911948640728309	0.10115460260469732
311	248	Posterior cingulate cortex inferior	DefaultB	DefaultA	0.630113113013674	0.0667504139096984	0.12949930057160813
312	249	Lateral fissure anterior LH	SalVentAttnA	SalVentAttnB	0.5933984413497517	0.02831964505598592	0.13976772633181322
313	250	Retrosplenial cortex superior	DefaultB	DefaultC	0.49792360787780005	0.22189852224588497	0.21972381756312848
314	251	Middle frontal gyrus mid-posterior LH	DefaultB	DefaultB	0.5310106884319198	0.3114439990260344	0.06333949945510134
315	252	Superior temporal gyrus superior RH	SomMotA	SomMotB	0.5341728839401052	0.19714540500087568	0.04628071687792869
316	253	Precuneus middle	DefaultB	ContC	0.559786317178228	0.07241800676641064	0.17079807091452034
317	254	Subsplenial area	No network found	No network found	0.30431725606023924	0.06610824072601955	0.510233750817752
318	255	Inferior temporal sulcus posterior RH	DorsAttnB	DorsAttnB	0.3994446758309172	0.32148411678604	0.021731998914247853
319	256	Cingulum mid-anterior	SalVentAttnA	SalVentAttnB	0.14812429485384404	0.2762625638374894	0.002363910565607349
320	257	Cerebellum VI antero-superior LH	No network found	No network found	0.653574225122533	0.08084380850685427	0.03847650645768522
321	258	Superior parietal lobule LH	SomMotA	DorsAttnB	0.4392787964911845	0.25298797888599683	0.16122692347337272
322	259	Cerebellum III superior	No network found	No network found	0.4584289107908291	0.042437930426854766	0.41526651197935593
323	260	Cerebellum VI posterior	No network found	No network found	0.796754586198544	0.08563272967935746	0.054530406783625654
324	261	Caudate	No network found	No network found	0.5072770689383326	0.06948953273720807	0.2834412458568956
325	262	Parahippocampal gyrus anterior	VisCent	DefaultC	0.4040427897117408	0.10304805047823874	0.02760516003771127
326	262	Parahippocampal gyrus anterior	VisCent	DefaultC	0.24357900008808187	0.06342210706771953	0.016924119272806844
327	263	Central operculum posterior RH	SomMotA	SomMotB	0.527934410830075	0.32486374860261646	0.038460329795477574
328	264	Middle temporal gyrus mid-anterior LH	DefaultB	DefaultB	0.575483549524212	0.2980947724674813	0.028006494181538555
329	265	Fusiform gyrus posterior RH	VisCent	VisCent	0.5020852856992755	0.2759446456246115	0.0351843553074292
330	266	Frontal operculum RH	SalVentAttnA	SalVentAttnB	0.4630271868427444	0.3696133927334202	0.026270750720500377
331	267	Superior frontal gyrus middle LH	DefaultB	DefaultB	0.46429125650618325	0.2227000278043699	0.03961032484170768
332	268	Middle temporal gyrus posterior RH	VisCent	DorsAttnA	0.6068520459559207	0.27308583555701255	0.04740629857150578
333	269	Precentral gyrus inferior LH	SomMotA	SomMotB	0.5055796828094701	0.3072384752768668	0.0619251070435204
334	270	Hippocampus	No network found	DefaultC	0.21616087225278904	0.04343073382654056	0.0956524407058979
335	270	Hippocampus	No network found	DefaultC	0.25712327944470464	0.07846791165274397	0.13694020397092904
336	271	Paracingulate gyrus mid-anterior LH	DefaultB	DefaultA	0.4732979573721285	0.2020785163273194	0.07225993655360877
337	272	Cerebellum VIIIb medial	No network found	No network found	0.5686437378386394	0.27198416969056755	0.04086553545922634
338	273	Central sulcus mid-superior RH	SomMotA	SomMotA	0.28587337785698286	0.42805086658019154	0.018774019512732273
339	274	Cerebellum VIIIb anterior	No network found	No network found	0.33792765522485835	0.06257593506909032	0.005872221699930768
340	274	Cerebellum VIIIb anterior	No network found	No network found	0.3593738360073427	0.06532517646565315	0.008140003882113375
341	275	Cerebrospinal fluid (between superior frontal gyrus superior and skull)	SalVentAttnA	SalVentAttnA	0.15418417362804018	0.015562342851634174	0.03844279033886684
342	275	Cerebrospinal fluid (between superior frontal gyrus superior and skull)	SalVentAttnA	SalVentAttnA	0.16287869415786235	0.01795846817711004	0.04119815447258349
343	276	Superior parietal lobule postero-superior LH	DorsAttnB	DorsAttnA	0.3713274041557544	0.23215107924386763	0.09319236573360791
344	277	Superior frontal sulcus mid-posterior RH	ContA	ContB	0.5717360114587042	0.25318414075038487	0.09008758888357138
345	278	Middle occipital sulcus LH	VisCent	VisCent	0.3530036619211841	0.47086483963965947	0.020468665348927585
346	279	Internal capsule posterior RH	No network found	No network found	0.1453540379935952	0.6470286825723581	0.09487389440036656
347	280	Occipitotemporal gyrus posterior LH	VisCent	VisCent	0.5690044740685116	0.3340343859881421	0.021264095931991005
348	281	Inferior occipital sulcus	VisCent	VisCent	0.24819415262338895	0.243778999513035	0.00885645317064591
349	281	Inferior occipital sulcus	VisCent	VisCent	0.1251492483031071	0.1602370619844294	0.00392096084477749
350	282	Middle frontal gyrus anterior LH	ContA	SalVentAttnB	0.46791550194781734	0.4360692771189877	0.03349288590534327
351	283	Lateral occipital cortex antero-superior RH	DorsAttnB	DorsAttnA	0.6296905269565212	0.19878332780230018	0.06867283059611684
352	284	Cerebellum VI superior lateral	VisCent	VisCent	0.46356595330791683	0.04842212519183073	0.08529891634061486
353	284	Cerebellum VI superior lateral	VisCent	VisCent	0.25811902402097603	0.01742517035358249	0.05073615805822601
354	285	Cerebral peduncles	No network found	No network found	0.4389813087364598	0.0966910395151896	0.07840658278988943
355	286	Occipital pole inferior	VisCent	VisCent	0.34148181686472656	0.1770143376585491	0.05059938340812458
356	286	Occipital pole inferior	VisCent	VisCent	0.17074947557171927	0.1364272380997168	0.008249173050509612
357	287	Ventromedial prefrontal cortex LH	DefaultB	DefaultA	0.5129125414094141	0.20257750864253066	0.10175217049298983
358	288	Calcarine sulcus anterior	VisCent	DefaultC	0.395226763397971	0.03812998064704687	0.09333603213280746
359	289	Cerebellum Crus I posterior RH	No network found	No network found	0.5179648219794298	0.07054149206705866	0.03285733433557815
360	290	Precentral sulcus mid-inferior RH	DorsAttnB	ContA	0.5406231352407286	0.16705906713799534	0.08758494660190375
361	291	Dorsomedial prefrontal cortex anterior	DefaultB	DefaultB	0.5269387286223093	0.10594821144545434	0.1485611024765099
362	292	Inferior temporal sulcus middle RH	DefaultB	ContB	0.44367291813534665	0.4498338268053506	0.01601891067284513
363	293	Heschl’s gyrus LH	SomMotA	SomMotB	0.6480366538595828	0.08270982932829664	0.15308953974814668
364	294	Middle frontal gyrus posterior RH	ContA	ContB	0.39400759753476816	0.3015904670725467	0.0460155262890366
365	295	Parietal operculum LH	SomMotA	SomMotB	0.5146614811023766	0.26556917669293406	0.06778198595250674
366	296	Calcarine cortex mid-posterior LH	VisCent	VisPeri	0.5300268832958506	0.2338271026769331	0.07514928284512296
367	297	Postcentral sulcus superior	SomMotA	SomMotA	0.14771108739364927	0.1433016958168843	0.04002912836424302
368	297	Postcentral sulcus superior	SomMotA	SomMotA	0.23612123090371986	0.276135519049475	0.061196695446655784
369	298	Thalamus middle 	No network found	No network found	0.650955976784737	0.23503993907625198	0.02648180911580718
370	299	Superior frontal gyrus medial middle	ContA	ContB	0.5195819168721361	0.07996642177870934	0.19187171967437516
371	300	Inferior frontal gyrus posterior LH	ContA	ContA	0.49396440981046075	0.22106304078949499	0.05719562496055673
372	301	Parieto-occipital sulcus middle inferior LH	VisCent	VisPeri	0.3532622014943148	0.4090341831328461	0.03313552971931767
373	301	Parieto-occipital sulcus middle inferior LH	VisCent	VisPeri	0.02178554504359919	0.006755252595335005	0.0030743661119545193
374	302	Subparietal sulcus LH	DefaultB	DefaultA	0.5472967082810909	0.3381257845859342	0.05662643546161532
375	303	Internal capsule anterior limb RH	No network found	No network found	0.35347991437470205	0.44991757692863926	0.0045231572748042
376	304	Precuneus mid-posterior	ContA	ContC	0.6059821481165971	0.22515020697740612	0.12866518326030443
377	305	Angular gyrus superior RH	ContA	ContB	0.4209812235470841	0.3746190700122701	0.03594136285012655
378	306	Central sulcus middle LH	SomMotA	SomMotA	0.44274555658151366	0.37485024295708413	0.08667441512697115
379	307	Superior frontal sulcus middle	DefaultB	DefaultA	0.3199237509994492	0.29282067238774845	0.022999903613429122
380	307	Superior frontal sulcus middle	DefaultB	DefaultA	0.16763967071670383	0.09295198311152039	0.01327518567245649
381	308	Globus pallidus	No network found	No network found	0.11214486464701401	0.3699213390740097	8.975810584476161e-06
382	308	Globus pallidus	No network found	No network found	0.06820094739268368	0.23316382018962567	6.284795140586104e-06
383	309	Central sulcus inferior RH	SomMotA	SomMotB	0.4302635989286396	0.3185069433921359	0.059610880776004564
384	310	Middle frontal gyrus middle	SalVentAttnA	SalVentAttnB	0.3527976768684969	0.14317870177827244	0.03223091309284832
385	310	Middle frontal gyrus middle	SalVentAttnA	SalVentAttnB	0.24226211689372662	0.059275253991620126	0.03306668796127215
386	311	Cerebrospinal fluid (between supramarginal gyrus and skull LH)	SalVentAttnA	DorsAttnB	0.40856806910095367	0.07704166453927364	0.08643053738957368
387	311	Cerebrospinal fluid (between supramarginal gyrus and skull LH)	SalVentAttnA	DorsAttnB	0.14285781382207108	0.022137242978108963	0.013904006394467507
388	312	Superior frontal gyrus middle RH	DefaultB	DefaultA	0.5645516511355575	0.26316584579780156	0.0789294297823301
389	313	Corticospinal tract middle RH	No network found	No network found	0.017784566738006574	0.6518828808639554	3.292578604524892e-05
390	314	Cingulate sulcus posterior RH	SomMotA	SomMotA	0.5433087300313674	0.2076832327764561	0.05267752296472906
391	315	Lateral occipital cortex superior RH	DorsAttnB	DefaultC	0.5236222285148132	0.2254854160019662	0.04442363683957794
392	316	Putamen postero-inferior	No network found	No network found	0.3353519998233208	0.19210182735268547	0.0061275423369715545
393	316	Putamen postero-inferior	No network found	No network found	0.19117429618945067	0.09849281141757585	0.004741542003637111
394	317	Cerebellum horizontal fissure medial	No network found	No network found	0.5177323242360754	0.06377129649754606	0.05601226455698409
395	318	Superior parietal sulcus RH	DorsAttnB	DorsAttnB	0.4073356115223028	0.2833102219908249	0.12268075933440256
396	319	Calcarine cortex anterior 	VisCent	VisPeri	0.14095132951324485	0.09454268460049457	0.01016239395817194
397	319	Calcarine cortex anterior 	VisCent	VisPeri	0.4111108049817299	0.184324693104937	0.042715932028207615
398	320	Precentral sulcus superior	SomMotA	SomMotA	0.3764490612843481	0.4768858270609187	0.031465189850658846
399	321	Cuneus posterior	VisCent	VisPeri	0.46689798131095983	0.24143887245150522	0.13317044097609365
400	322	Precentral sulcus inferior LH	SalVentAttnA	ContA	0.5599252064789777	0.14439085107091668	0.0856639812335209
401	323	Superior longitudinal fasciculus II posterior LH	DorsAttnB	DorsAttnB	0.04536008725520675	0.8689887229204003	0.0003868825231403157
402	324	Superior parietal lobule postero-superior RH	DorsAttnB	DorsAttnA	0.3896673532802953	0.19490863752974136	0.09683357177530363
403	325	Anterior horizontal ramus of the lateral fissure LH	DefaultB	DefaultB	0.4863327865632407	0.16018752102961364	0.08885274115374812
404	326	Parieto-occipital sulcus mid-anterior RH	VisCent	DefaultC	0.2587746800628064	0.46599634196902906	0.012440710143128628
405	327	Cingulate sulcus mid-anterior RH	ContA	SalVentAttnB	0.463416467729531	0.10714898000305051	0.0631595739456902
406	328	Caudate LH	No network found	No network found	0.4512680157871968	0.29591142805501813	0.0032851128999522327
407	328	Caudate LH	No network found	No network found	0.13038137734199987	0.018417449466813993	0.006580267497177638
408	329	Orbital H-shaped sulcus	LimbicA	LimbicB	0.05609563982229387	0.048321280241142274	0.0021059927191980745
409	329	Orbital H-shaped sulcus	LimbicA	LimbicB	0.3210189369043323	0.45618790789288627	0.014125937790683624
410	330	Central operculum LH	SalVentAttnA	SalVentAttnA	0.5806443618434379	0.14287147741656084	0.07927239461279437
411	331	Parieto-occipital sulcus middle	DefaultB	DefaultC	0.4895082393771438	0.1142528912138294	0.05885500359904538
412	332	Putamen anterior 	No network found	No network found	0.3306709445579089	0.11086390993414602	0.0002056359278798639
413	332	Putamen anterior 	No network found	No network found	0.21722013803637735	0.06518737679338175	0.00014797816777247652
414	333	Cerebrospinal fluid (between middle frontal gyrus and skull LH)	DefaultB	DefaultB	0.4146832070269457	0.02213131316330365	0.10011158097162076
415	334	Precentral gyrus mid-superior LH	SomMotA	DorsAttnB	0.3972689031732061	0.0767951067370266	0.11431285878139427
416	335	Thalamus anterior 	No network found	No network found	0.10955545653062318	0.2185939243689079	1.1127406631204679e-05
417	336	Posterior cingulate cortex anterior	DefaultB	ContC	0.6247341108612968	0.1386994509511346	0.08134091192622825
418	337	Superior temporal gyrus posterior LH	SomMotA	TempPar	0.5901171455928805	0.2601271065504325	0.07988856930735637
419	338	Central sulcus middle	SomMotA	SomMotB	0.31087637798475964	0.49366298037042666	0.029365159692480255
420	338	Central sulcus middle	SomMotA	SomMotB	0.04649996841224878	0.017579174056436782	0.007345018749758005
421	339	Cerebellum IX and cerebellar peduncle 	No network found	No network found	0.2828754192698048	0.10301624098199577	0.04247460754787285
422	339	Cerebellum IX and cerebellar peduncle 	No network found	No network found	0.3157896712693879	0.09468142455038202	0.05390676570227869
423	340	Calcarine sulcus anterior RH	VisCent	VisPeri	0.47979593486412925	0.21296235995456456	0.05308154705318445
424	341	Cerebellum VI medial	No network found	No network found	0.4304908865123869	0.3747378730003638	0.0014405790807097366
425	342	Cerebellum V superior	No network found	No network found	0.5689992864448843	0.006780889513834397	0.19688438778058295
426	343	Collateral sulcus anterior 	LimbicA	LimbicA	0.08936509567201163	0.031210527048375642	0.002996661175858907
427	343	Collateral sulcus anterior 	LimbicA	LimbicA	0.5363183605996036	0.20183326619810033	0.03280474233418269
428	344	Cerebellar peduncles	No network found	DefaultC	0.27015086586366355	0.07147287362523808	0.14539189699974206
429	344	Cerebellar peduncles	No network found	DefaultC	0.1944319189286371	0.07286658425331381	0.10094026094449328
430	345	Cerebrospinal fluid (between middle frontal gyrus anterior and skull RH)	ContA	SalVentAttnB	0.3224214826225627	0.014422482410921967	0.0991807486091366
431	346	Cerebellum secondary fissure	No network found	No network found	0.42827880474081464	0.07009244251343116	0.016247257278543793
432	346	Cerebellum secondary fissure	No network found	No network found	0.32746711635860265	0.04627752668181126	0.018542805853771414
433	347	Superior occipital gyrus inferior RH	VisCent	DorsAttnA	0.4372699957307178	0.2633340918090806	0.06529037811883132
434	348	Central sulcus superior 	SomMotA	SomMotA	0.22127930595100256	0.2233130930021436	0.062289623300938034
435	348	Central sulcus superior 	SomMotA	SomMotA	0.14831188256271555	0.08563993725737475	0.07377449636328351
436	349	Inferior occipital gyrus anterior LH	DorsAttnB	ContA	0.6086898740341978	0.07255258152177967	0.07057273713486108
437	350	Superior parietal lobule posterior	DorsAttnB	DorsAttnA	0.28165450062411473	0.06157337413060477	0.11825531348619796
438	350	Superior parietal lobule posterior	DorsAttnB	DorsAttnA	0.11800634401577519	0.013305603260924241	0.037660802848909755
439	351	Superior temporal sulcus mid-posterior LH	DefaultB	TempPar	0.5710772270771176	0.20315382739366075	0.04696251973442134
440	352	Lateral occipital cortex anterior LH	VisCent	VisCent	0.4944589438954819	0.32870688468872494	0.03169009026814876
441	353	Planum polare inferior	SalVentAttnA	SomMotB	0.23488249976790646	0.04033452745967652	0.07855688245651858
442	353	Planum polare inferior	SalVentAttnA	SomMotB	0.3041249503767395	0.028803683796357275	0.16088529071895302
443	354	Paracingulate gyrus anterior LH	DefaultB	DefaultA	0.6205807278178258	0.27964758752395097	0.09793658403179954
444	355	Paracingulate sulcus posterior	SalVentAttnA	SalVentAttnA	0.49284642168109505	0.2491525512958394	0.06800529976047348
445	356	Inferior frontal gyrus anterior LH	ContA	ContB	0.45411279088928463	0.06448962027019678	0.09139614242295681
446	357	Angular sulcus inferior LH	DefaultB	DefaultB	0.4648136920329525	0.16906114379820553	0.0415100226529367
447	358	Subparietal sulcus RH	DefaultB	DefaultA	0.5473681380511458	0.24964244352771334	0.04110304926242197
448	359	Circular sulcus of the insula anterior	ContA	SalVentAttnB	0.181562589573862	0.04019716247792683	0.01689669321097374
449	359	Circular sulcus of the insula anterior	ContA	SalVentAttnB	0.3765213100845868	0.09202017880733847	0.041270298473043907
450	360	Middle temporal gyrus mid-anterior RH	DefaultB	DefaultA	0.7255746615634934	0.1057407766861598	0.09563338646529193
451	361	Cerebrospinal fluid (between intraparietal sulcus and skull LH)	ContA	ContA	0.3625230477087751	0.031110525015486834	0.1130276378973154
452	362	Precuneus posterior 	ContA	ContC	0.5851040193977893	0.06570169528192266	0.26559120453783563
453	363	Inferior occipital gyrus posterior LH	VisCent	VisCent	0.539878155370214	0.1521307083440246	0.11176421230054057
454	364	Lingual gyrus inferior	VisCent	VisPeri	0.5121063526190723	0.05011700186666554	0.2813059255004022
455	365	Angular gyrus postero-inferior LH	DefaultB	DefaultA	0.5152242430913105	0.20756382379610763	0.06206392920585055
456	366	Inferior frontal gyrus anterior RH	ContA	SalVentAttnB	0.5245536491245102	0.23358278616294154	0.06508103401510329
457	367	Paracingulate sulcus mid-posterior	SalVentAttnA	SalVentAttnB	0.5234835997269355	0.12639148977376016	0.17156169045304365
458	368	Frontomarginal gyrus LH	ContA	ContB	0.44447872609092304	0.35201036786348755	0.035971273684568116
459	369	Middle occipital sulcus RH	VisCent	VisCent	0.4427567255071895	0.3661217721014441	0.028235934443117346
460	370	Inferior occipital gyrus RH	VisCent	VisCent	0.6176305870837122	0.18322054648731542	0.06577943420341746
461	371	Inferior frontal sulcus anterior RH	ContA	ContB	0.33463392954695426	0.3792420784666941	0.015637427314865584
462	372	Postcentral sulcus inferior LH	SalVentAttnA	DorsAttnB	0.29739576186428235	0.3839195639846743	0.020853848987255355
463	373	Middle temporal gyrus postero-inferior LH	ContA	ContA	0.6003898818533075	0.17647522196716853	0.03759339158791965
464	374	Superior parietal sulcus superior 	DorsAttnB	DorsAttnB	0.13158675397547512	0.1299552344914856	0.02028650019302846
465	374	Superior parietal sulcus superior 	DorsAttnB	DorsAttnB	0.3134753389191498	0.2525407871229963	0.07790602548509208
466	375	Cerebellum VI lateral RH	No network found	No network found	0.6075614053475442	0.02203711300369078	0.09761859085768455
467	376	Cerebellum V RH	No network found	No network found	0.6845021814929193	0.017876205686009925	0.15174502983421032
468	377	Internal capsule middle LH	No network found	No network found	0.12855119994341122	0.7022536763206247	0.00026561257735276334
469	378	Cingulate sulcus antero-inferior 	DefaultB	DefaultA	0.5273784483541091	0.18793642068835012	0.05212787229827608
470	379	Middle temporal gyrus middle anterior LH	DefaultB	DefaultB	0.4780887000313131	0.29758718546277413	0.025253265262689187
471	380	Cerebrospinal fluid (between central sulcus and skull LH)	SomMotA	SomMotA	0.3330484368413867	0.1065472868077935	0.12804121086068343
472	381	Cerebellum VI	No network found	No network found	0.14522384338631028	0.29535045359609857	2.131965002068774e-05
473	381	Cerebellum VI	No network found	No network found	0.05956648051360531	0.12414899692356238	1.6303811133216857e-05
474	382	Cerebrospinal fluid (between central sulcus and skull RH)	SalVentAttnA	SalVentAttnA	0.4068557299324842	0.049306358292075955	0.13121856204576243
475	383	Corona radiata anterior LH	No network found	No network found	0.008414370930393326	0.7809089159219257	4.3434789493637625e-05
476	384	Superior occipital sulcus superior RH	DorsAttnB	ContA	0.42423790157337676	0.16909921134452344	0.09844963377790797
477	385	Intermediate primus of Jensen LH	ContA	ContB	0.47700509349538217	0.23668014342189195	0.08274823810668272
478	386	Lateral occipital cortex antero-superior LH	DorsAttnB	DorsAttnA	0.5428443844853812	0.33696607963378383	0.050684865659548106
479	387	Supramarginal gyrus inferior RH	SalVentAttnA	SalVentAttnA	0.42921641051842796	0.0881220983871353	0.05551508629241166
480	388	Insula antero-superior LH	SalVentAttnA	SalVentAttnB	0.5289158760208467	0.39345905062284264	0.030654547117718978
481	389	Callosomarginal sulcus mid-inferior	SalVentAttnA	SomMotA	0.5984509965046788	0.05444764093547845	0.17199223214274684
482	390	Insula postero-inferior	SalVentAttnA	SomMotB	0.23503434425487882	0.13809649473706875	0.034715465788478825
483	390	Insula postero-inferior	SalVentAttnA	SomMotB	0.24753488835538195	0.05333929820509482	0.04465243365631882
484	391	Middle temporal gyrus middle RH	DefaultB	DefaultB	0.47277344395255705	0.11084575698077483	0.037378758283054585
485	392	Retrosplenial cortex inferior	No network found	DefaultC	0.2204724499644947	0.0018643116529025582	0.6324882346844067
486	393	Suborbital sulcus	No network found	No network found	0.030241806921170282	0.5189700633368632	0.0005616697471535887
487	393	Suborbital sulcus	No network found	No network found	0.010833356324436166	0.17396357185898434	0.00010166967598664357
488	394	Cingulate sulcus anterior RH	DefaultB	DefaultA	0.4991644022437678	0.3014386859331291	0.03557987755394804
489	395	Precuneus postero-superior 	DorsAttnB	ContC	0.47797063151278063	0.20000993912867507	0.10260124447573768
490	396	Superior longitudinal fasciculus I posterior	No network found	No network found	0.020314210989214685	0.540180934030164	0.0002508663172677854
